,ds,y
635,2024-08-31,2502.98
636,2024-09-01,2503.08
637,2024-09-02,2496.59
638,2024-09-03,2493.41
639,2024-09-04,2495.64
640,2024-09-05,2517.16
641,2024-09-06,2496.75
642,2024-09-07,2496.75
643,2024-09-08,2496.68
644,2024-09-09,2506.69
645,2024-09-10,2518.56
646,2024-09-11,2511.9
647,2024-09-12,2557.96
648,2024-09-13,2577.38
649,2024-09-14,2577.38
650,2024-09-15,2578.96
651,2024-09-16,2583.58
652,2024-09-17,2573.83
653,2024-09-18,2559.15
654,2024-09-19,2587.15
655,2024-09-20,2621.74
656,2024-09-21,2621.74
657,2024-09-22,2621.89
658,2024-09-23,2626.17
659,2024-09-24,2658.03
660,2024-09-25,2656.76
661,2024-09-26,2672.57
662,2024-09-27,2657.97
663,2024-09-28,2657.97
664,2024-09-29,2663.48
665,2024-09-30,2635.54
666,2024-10-01,2660.32
667,2024-10-02,2660.06
668,2024-10-03,2655.55
669,2024-10-04,2653.05
670,2024-10-05,2653.05
671,2024-10-06,2650.45
672,2024-10-07,2642.84
673,2024-10-08,2621.96
674,2024-10-09,2608.16
675,2024-10-10,2632.37
676,2024-10-11,2656.85
677,2024-10-12,2656.85
678,2024-10-13,2656.08
679,2024-10-14,2649.3
680,2024-10-15,2660.34
681,2024-10-16,2673.9
682,2024-10-17,2693.55
683,2024-10-18,2720.53
684,2024-10-19,2720.53
685,2024-10-20,2723.41
686,2024-10-21,2721.26
687,2024-10-22,2746.56
688,2024-10-23,2721.31
689,2024-10-24,2733.69
690,2024-10-25,2747.13
691,2024-10-26,2747.13
692,2024-10-27,2735.85
693,2024-10-28,2744.29
694,2024-10-29,2774.7
695,2024-10-30,2785.14
696,2024-10-31,2746.27
697,2024-11-01,2735.91
698,2024-11-02,2735.91
699,2024-11-03,2738.2
700,2024-11-04,2736.34
701,2024-11-05,2745.46
702,2024-11-06,2663.87
703,2024-11-07,2706.83
704,2024-11-08,2683.85
705,2024-11-09,2683.85
706,2024-11-10,2685.47
707,2024-11-11,2623.69
708,2024-11-12,2598.8
709,2024-11-13,2571.44
710,2024-11-14,2566.49
711,2024-11-15,2561.27
712,2024-11-16,2561.27
713,2024-11-17,2571.2
714,2024-11-18,2612.09
715,2024-11-19,2634.71
716,2024-11-20,2652.02
