,TPM_value,TPM_var,TDES_value,TDES_var,IPC_value,IPC_var,PIB_value,PIB_var,BC_value,BC_var
2024-01-25,5.33,0.0,3.8548387096774195,0.168,310744.87096774194,0.013999999999999999,28803936.516483516,0.013999999999999999,-68312.03225806452,0.117
2024-01-26,5.33,0.0,3.861290322580645,0.167,310789.03225806454,0.013999999999999999,28808006.32967033,0.013999999999999999,-68391.74193548386,0.117
2024-01-27,5.33,0.0,3.867741935483871,0.167,310833.1935483871,0.013999999999999999,28812076.14285714,0.013999999999999999,-68471.45161290323,0.117
2024-01-28,5.33,0.0,3.8741935483870966,0.167,310877.3548387097,0.013999999999999999,28816145.956043955,0.013999999999999999,-68551.16129032258,0.116
2024-01-29,5.33,0.0,3.8806451612903223,0.167,310921.51612903224,0.013999999999999999,28820215.769230768,0.013999999999999999,-68630.87096774194,0.116
2024-01-30,5.33,0.0,3.8870967741935485,0.166,310965.67741935485,0.013999999999999999,28824285.58241758,0.013999999999999999,-68710.58064516129,0.116
2024-01-31,5.33,0.0,3.893548387096774,0.166,311009.8387096774,0.013999999999999999,28828355.395604394,0.013999999999999999,-68790.29032258065,0.116
2024-02-01,5.33,0.0,3.9,0.166,311054.0,0.013999999999999999,28832425.208791208,0.013999999999999999,-68870.0,0.116
2024-02-02,5.33,0.0,3.896551724137931,-0.08800000000000001,311094.5517241379,0.013,28836495.02197802,0.013999999999999999,-68839.03448275862,-0.045
2024-02-03,5.33,0.0,3.893103448275862,-0.08800000000000001,311135.1034482759,0.013,28840564.835164834,0.013999999999999999,-68808.06896551725,-0.045
2024-02-04,5.33,0.0,3.889655172413793,-0.089,311175.6551724138,0.013,28844634.648351647,0.013999999999999999,-68777.10344827586,-0.045
2024-02-05,5.33,0.0,3.886206896551724,-0.089,311216.2068965517,0.013,28848704.46153846,0.013999999999999999,-68746.13793103448,-0.045
2024-02-06,5.33,0.0,3.882758620689655,-0.089,311256.7586206897,0.013,28852774.274725273,0.013999999999999999,-68715.1724137931,-0.045
2024-02-07,5.33,0.0,3.8793103448275863,-0.089,311297.3103448276,0.013,28856844.087912086,0.013999999999999999,-68684.20689655172,-0.045
2024-02-08,5.33,0.0,3.875862068965517,-0.089,311337.8620689655,0.013,28860913.9010989,0.013999999999999999,-68653.24137931035,-0.045
2024-02-09,5.33,0.0,3.872413793103448,-0.089,311378.4137931034,0.013,28864983.714285713,0.013999999999999999,-68622.27586206897,-0.045
2024-02-10,5.33,0.0,3.8689655172413793,-0.089,311418.9655172414,0.013,28869053.527472526,0.013999999999999999,-68591.31034482758,-0.045
2024-02-11,5.33,0.0,3.8655172413793104,-0.089,311459.5172413793,0.013,28873123.34065934,0.013999999999999999,-68560.3448275862,-0.045
2024-02-12,5.33,0.0,3.862068965517241,-0.089,311500.0689655172,0.013,28877193.153846152,0.013999999999999999,-68529.37931034483,-0.045
2024-02-13,5.33,0.0,3.8586206896551722,-0.089,311540.6206896552,0.013,28881262.967032965,0.013999999999999999,-68498.41379310345,-0.045
2024-02-14,5.33,0.0,3.8551724137931034,-0.089,311581.1724137931,0.013,28885332.78021978,0.013999999999999999,-68467.44827586207,-0.045
2024-02-15,5.33,0.0,3.8517241379310345,-0.089,311621.724137931,0.013,28889402.59340659,0.013999999999999999,-68436.4827586207,-0.045
2024-02-16,5.33,0.0,3.848275862068965,-0.09,311662.275862069,0.013,28893472.40659341,0.013999999999999999,-68405.5172413793,-0.045
2024-02-17,5.33,0.0,3.8448275862068964,-0.09,311702.8275862069,0.013,28897542.21978022,0.013999999999999999,-68374.55172413793,-0.045
2024-02-18,5.33,0.0,3.8413793103448275,-0.09,311743.3793103448,0.013,28901612.032967035,0.013999999999999999,-68343.58620689655,-0.045
2024-02-19,5.33,0.0,3.8379310344827586,-0.09,311783.9310344828,0.013,28905681.846153848,0.013999999999999999,-68312.62068965517,-0.045
2024-02-20,5.33,0.0,3.8344827586206893,-0.09,311824.4827586207,0.013,28909751.65934066,0.013999999999999999,-68281.6551724138,-0.045
2024-02-21,5.33,0.0,3.8310344827586205,-0.09,311865.0344827586,0.013,28913821.472527474,0.013999999999999999,-68250.68965517242,-0.045
2024-02-22,5.33,0.0,3.8275862068965516,-0.09,311905.5862068966,0.013,28917891.285714287,0.013999999999999999,-68219.72413793103,-0.045
2024-02-23,5.33,0.0,3.8241379310344827,-0.09,311946.1379310345,0.013,28921961.0989011,0.013999999999999999,-68188.75862068965,-0.045
2024-02-24,5.33,0.0,3.8206896551724134,-0.09,311986.6896551724,0.013,28926030.912087914,0.013999999999999999,-68157.79310344828,-0.045
2024-02-25,5.33,0.0,3.8172413793103446,-0.09,312027.2413793103,0.013,28930100.725274727,0.013999999999999999,-68126.8275862069,-0.045
2024-02-26,5.33,0.0,3.8137931034482757,-0.09,312067.7931034483,0.013,28934170.53846154,0.013999999999999999,-68095.86206896552,-0.045
2024-02-27,5.33,0.0,3.810344827586207,-0.09,312108.3448275862,0.013,28938240.351648353,0.013999999999999999,-68064.89655172414,-0.045
2024-02-28,5.33,0.0,3.8068965517241375,-0.09,312148.8965517241,0.013,28942310.164835166,0.013999999999999999,-68033.93103448275,-0.045
2024-02-29,5.33,0.0,3.8034482758620687,-0.091,312189.4482758621,0.013,28946379.97802198,0.013999999999999999,-68002.96551724138,-0.046
2024-03-01,5.33,0.0,3.8,-0.091,312230.0,0.013,28950449.791208792,0.013999999999999999,-67972.0,-0.046
2024-03-02,5.33,0.0,3.803225806451613,0.08499999999999999,312261.51612903224,0.01,28954519.604395606,0.013999999999999999,-68195.54838709677,0.329
2024-03-03,5.33,0.0,3.8064516129032255,0.08499999999999999,312293.03225806454,0.01,28958589.41758242,0.013999999999999999,-68419.09677419355,0.328
2024-03-04,5.33,0.0,3.8096774193548386,0.08499999999999999,312324.5483870968,0.01,28962659.230769232,0.013999999999999999,-68642.64516129032,0.327
2024-03-05,5.33,0.0,3.8129032258064512,0.08499999999999999,312356.06451612903,0.01,28966729.043956045,0.013999999999999999,-68866.19354838709,0.326
2024-03-06,5.33,0.0,3.8161290322580643,0.08499999999999999,312387.5806451613,0.01,28970798.85714286,0.013999999999999999,-69089.74193548386,0.325
2024-03-07,5.33,0.0,3.8193548387096774,0.08499999999999999,312419.0967741936,0.01,28974868.67032967,0.013999999999999999,-69313.29032258065,0.32399999999999995
2024-03-08,5.33,0.0,3.82258064516129,0.084,312450.6129032258,0.01,28978938.483516484,0.013999999999999999,-69536.83870967742,0.32299999999999995
2024-03-09,5.33,0.0,3.825806451612903,0.084,312482.12903225806,0.01,28983008.296703298,0.013999999999999999,-69760.3870967742,0.321
2024-03-10,5.33,0.0,3.829032258064516,0.084,312513.6451612903,0.01,28987078.10989011,0.013999999999999999,-69983.93548387097,0.32
2024-03-11,5.33,0.0,3.832258064516129,0.084,312545.1612903226,0.01,28991147.923076924,0.013999999999999999,-70207.48387096774,0.319
2024-03-12,5.33,0.0,3.835483870967742,0.084,312576.67741935485,0.01,28995217.736263737,0.013999999999999999,-70431.03225806452,0.318
2024-03-13,5.33,0.0,3.8387096774193545,0.084,312608.1935483871,0.01,28999287.54945055,0.013999999999999999,-70654.58064516129,0.317
2024-03-14,5.33,0.0,3.8419354838709676,0.084,312639.70967741933,0.01,29003357.362637363,0.013999999999999999,-70878.12903225806,0.316
2024-03-15,5.33,0.0,3.8451612903225807,0.084,312671.22580645164,0.01,29007427.175824177,0.013999999999999999,-71101.67741935483,0.315
2024-03-16,5.33,0.0,3.8483870967741933,0.084,312702.7419354839,0.01,29011496.98901099,0.013999999999999999,-71325.2258064516,0.314
2024-03-17,5.33,0.0,3.8516129032258064,0.084,312734.2580645161,0.01,29015566.802197803,0.013999999999999999,-71548.7741935484,0.313
2024-03-18,5.33,0.0,3.854838709677419,0.084,312765.77419354836,0.01,29019636.615384616,0.013999999999999999,-71772.32258064517,0.312
2024-03-19,5.33,0.0,3.858064516129032,0.084,312797.29032258067,0.01,29023706.42857143,0.013999999999999999,-71995.87096774194,0.311
2024-03-20,5.33,0.0,3.861290322580645,0.084,312828.8064516129,0.01,29027776.241758242,0.013999999999999999,-72219.41935483871,0.311
2024-03-21,5.33,0.0,3.864516129032258,0.084,312860.32258064515,0.01,29031846.054945055,0.013999999999999999,-72442.96774193548,0.31
2024-03-22,5.33,0.0,3.867741935483871,0.083,312891.8387096774,0.01,29035915.86813187,0.013999999999999999,-72666.51612903226,0.309
2024-03-23,5.33,0.0,3.870967741935484,0.083,312923.3548387097,0.01,29039985.68131868,0.013999999999999999,-72890.06451612903,0.308
2024-03-24,5.33,0.0,3.8741935483870966,0.083,312954.87096774194,0.01,29044055.494505495,0.013999999999999999,-73113.6129032258,0.307
2024-03-25,5.33,0.0,3.8774193548387097,0.083,312986.3870967742,0.01,29048125.307692308,0.013999999999999999,-73337.16129032258,0.306
2024-03-26,5.33,0.0,3.8806451612903223,0.083,313017.9032258064,0.01,29052195.12087912,0.013999999999999999,-73560.70967741935,0.305
2024-03-27,5.33,0.0,3.8838709677419354,0.083,313049.4193548387,0.01,29056264.934065934,0.013999999999999999,-73784.25806451614,0.304
2024-03-28,5.33,0.0,3.8870967741935485,0.083,313080.93548387097,0.01,29060334.747252747,0.013999999999999999,-74007.80645161291,0.303
2024-03-29,5.33,0.0,3.890322580645161,0.083,313112.4516129032,0.01,29064404.56043956,0.013999999999999999,-74231.35483870968,0.302
2024-03-30,5.33,0.0,3.893548387096774,0.083,313143.96774193546,0.01,29068474.373626374,0.013999999999999999,-74454.90322580645,0.301
2024-03-31,5.33,0.0,3.896774193548387,0.083,313175.48387096776,0.01,29072544.186813187,0.013999999999999999,-74678.45161290323,0.3
2024-04-01,5.33,0.0,3.9,0.083,313207.0,0.01,29076614.0,0.013999999999999999,-74902.0,0.299
2024-04-02,5.33,0.0,3.9033333333333333,0.08499999999999999,313207.6,0.0,29076614.0,0.013999999999999999,-74915.46666666666,0.018000000000000002
2024-04-03,5.33,0.0,3.9066666666666667,0.08499999999999999,313208.2,0.0,29076614.0,0.013999999999999999,-74928.93333333333,0.018000000000000002
2024-04-04,5.33,0.0,3.91,0.08499999999999999,313208.8,0.0,29076614.0,0.013999999999999999,-74942.4,0.018000000000000002
2024-04-05,5.33,0.0,3.913333333333333,0.08499999999999999,313209.4,0.0,29076614.0,0.013999999999999999,-74955.86666666667,0.018000000000000002
2024-04-06,5.33,0.0,3.9166666666666665,0.08499999999999999,313210.0,0.0,29076614.0,0.013999999999999999,-74969.33333333333,0.018000000000000002
2024-04-07,5.33,0.0,3.92,0.08499999999999999,313210.6,0.0,29076614.0,0.013999999999999999,-74982.8,0.018000000000000002
2024-04-08,5.33,0.0,3.9233333333333333,0.08499999999999999,313211.2,0.0,29076614.0,0.013999999999999999,-74996.26666666666,0.018000000000000002
2024-04-09,5.33,0.0,3.9266666666666667,0.08499999999999999,313211.8,0.0,29076614.0,0.013999999999999999,-75009.73333333334,0.018000000000000002
2024-04-10,5.33,0.0,3.9299999999999997,0.08499999999999999,313212.4,0.0,29076614.0,0.013999999999999999,-75023.2,0.018000000000000002
2024-04-11,5.33,0.0,3.933333333333333,0.08499999999999999,313213.0,0.0,29076614.0,0.013999999999999999,-75036.66666666667,0.018000000000000002
2024-04-12,5.33,0.0,3.9366666666666665,0.08499999999999999,313213.6,0.0,29076614.0,0.013999999999999999,-75050.13333333333,0.018000000000000002
2024-04-13,5.33,0.0,3.94,0.08499999999999999,313214.2,0.0,29076614.0,0.013999999999999999,-75063.6,0.018000000000000002
2024-04-14,5.33,0.0,3.9433333333333334,0.08499999999999999,313214.8,0.0,29076614.0,0.013999999999999999,-75077.06666666667,0.018000000000000002
2024-04-15,5.33,0.0,3.9466666666666668,0.08499999999999999,313215.4,0.0,29076614.0,0.013999999999999999,-75090.53333333334,0.018000000000000002
2024-04-16,5.33,0.0,3.95,0.084,313216.0,0.0,29076614.0,0.013999999999999999,-75104.0,0.018000000000000002
2024-04-17,5.33,0.0,3.953333333333333,0.084,313216.6,0.0,29076614.0,0.013999999999999999,-75117.46666666666,0.018000000000000002
2024-04-18,5.33,0.0,3.9566666666666666,0.084,313217.2,0.0,29076614.0,0.013999999999999999,-75130.93333333333,0.018000000000000002
2024-04-19,5.33,0.0,3.96,0.084,313217.8,0.0,29076614.0,0.013999999999999999,-75144.4,0.018000000000000002
2024-04-20,5.33,0.0,3.9633333333333334,0.084,313218.4,0.0,29076614.0,0.013999999999999999,-75157.86666666667,0.018000000000000002
2024-04-21,5.33,0.0,3.966666666666667,0.084,313219.0,0.0,29076614.0,0.013999999999999999,-75171.33333333333,0.018000000000000002
2024-04-22,5.33,0.0,3.9699999999999998,0.084,313219.6,0.0,29076614.0,0.013999999999999999,-75184.8,0.018000000000000002
2024-04-23,5.33,0.0,3.973333333333333,0.084,313220.2,0.0,29076614.0,0.013999999999999999,-75198.26666666666,0.018000000000000002
2024-04-24,5.33,0.0,3.9766666666666666,0.084,313220.8,0.0,29076614.0,0.013999999999999999,-75211.73333333334,0.018000000000000002
2024-04-25,5.33,0.0,3.98,0.084,313221.4,0.0,29076614.0,0.013999999999999999,-75225.2,0.018000000000000002
2024-04-26,5.33,0.0,3.9833333333333334,0.084,313222.0,0.0,29076614.0,0.013999999999999999,-75238.66666666667,0.018000000000000002
2024-04-27,5.33,0.0,3.986666666666667,0.084,313222.6,0.0,29076614.0,0.013999999999999999,-75252.13333333333,0.018000000000000002
2024-04-28,5.33,0.0,3.99,0.084,313223.2,0.0,29076614.0,0.013999999999999999,-75265.6,0.018000000000000002
2024-04-29,5.33,0.0,3.993333333333333,0.084,313223.8,0.0,29076614.0,0.013999999999999999,-75279.06666666667,0.018000000000000002
2024-04-30,5.33,0.0,3.9966666666666666,0.083,313224.4,0.0,29076614.0,0.013999999999999999,-75292.53333333334,0.018000000000000002
2024-05-01,5.33,0.0,4.0,0.083,313225.0,0.0,29076614.0,0.013999999999999999,-75306.0,0.018000000000000002
2024-05-02,5.33,0.0,4.003225806451613,0.08099999999999999,313219.32258064515,-0.002,29076614.0,0.013999999999999999,-75232.12903225806,-0.098
2024-05-03,5.33,0.0,4.006451612903226,0.08099999999999999,313213.6451612903,-0.002,29076614.0,0.013999999999999999,-75158.25806451614,-0.098
2024-05-04,5.33,0.0,4.009677419354839,0.08099999999999999,313207.96774193546,-0.002,29076614.0,0.013999999999999999,-75084.3870967742,-0.098
2024-05-05,5.33,0.0,4.012903225806451,0.08,313202.29032258067,-0.002,29076614.0,0.013999999999999999,-75010.51612903226,-0.098
2024-05-06,5.33,0.0,4.016129032258064,0.08,313196.6129032258,-0.002,29076614.0,0.013999999999999999,-74936.64516129032,-0.098
2024-05-07,5.33,0.0,4.019354838709678,0.08,313190.93548387097,-0.002,29076614.0,0.013999999999999999,-74862.7741935484,-0.099
2024-05-08,5.33,0.0,4.02258064516129,0.08,313185.2580645161,-0.002,29076614.0,0.013999999999999999,-74788.90322580645,-0.099
2024-05-09,5.33,0.0,4.025806451612903,0.08,313179.5806451613,-0.002,29076614.0,0.013999999999999999,-74715.03225806452,-0.099
2024-05-10,5.33,0.0,4.029032258064516,0.08,313173.9032258064,-0.002,29076614.0,0.013999999999999999,-74641.16129032258,-0.099
2024-05-11,5.33,0.0,4.032258064516129,0.08,313168.22580645164,-0.002,29076614.0,0.013999999999999999,-74567.29032258065,-0.099
2024-05-12,5.33,0.0,4.035483870967742,0.08,313162.5483870968,-0.002,29076614.0,0.013999999999999999,-74493.41935483871,-0.099
2024-05-13,5.33,0.0,4.038709677419354,0.08,313156.87096774194,-0.002,29076614.0,0.013999999999999999,-74419.54838709677,-0.099
2024-05-14,5.33,0.0,4.041935483870968,0.08,313151.1935483871,-0.002,29076614.0,0.013999999999999999,-74345.67741935483,-0.099
2024-05-15,5.33,0.0,4.04516129032258,0.08,313145.51612903224,-0.002,29076614.0,0.013999999999999999,-74271.80645161291,-0.099
2024-05-16,5.33,0.0,4.048387096774193,0.08,313139.8387096774,-0.002,29076614.0,0.013999999999999999,-74197.93548387097,-0.099
2024-05-17,5.33,0.0,4.051612903225807,0.08,313134.1612903226,-0.002,29076614.0,0.013999999999999999,-74124.06451612903,-0.1
2024-05-18,5.33,0.0,4.054838709677419,0.08,313128.48387096776,-0.002,29076614.0,0.013999999999999999,-74050.19354838709,-0.1
2024-05-19,5.33,0.0,4.058064516129032,0.08,313122.8064516129,-0.002,29076614.0,0.013999999999999999,-73976.32258064517,-0.1
2024-05-20,5.33,0.0,4.061290322580645,0.079,313117.12903225806,-0.002,29076614.0,0.013999999999999999,-73902.45161290323,-0.1
2024-05-21,5.33,0.0,4.064516129032258,0.079,313111.4516129032,-0.002,29076614.0,0.013999999999999999,-73828.58064516129,-0.1
2024-05-22,5.33,0.0,4.067741935483871,0.079,313105.77419354836,-0.002,29076614.0,0.013999999999999999,-73754.70967741935,-0.1
2024-05-23,5.33,0.0,4.070967741935483,0.079,313100.0967741936,-0.002,29076614.0,0.013999999999999999,-73680.83870967742,-0.1
2024-05-24,5.33,0.0,4.074193548387097,0.079,313094.4193548387,-0.002,29076614.0,0.013999999999999999,-73606.96774193548,-0.1
2024-05-25,5.33,0.0,4.077419354838709,0.079,313088.7419354839,-0.002,29076614.0,0.013999999999999999,-73533.09677419355,-0.1
2024-05-26,5.33,0.0,4.080645161290322,0.079,313083.06451612903,-0.002,29076614.0,0.013999999999999999,-73459.2258064516,-0.1
2024-05-27,5.33,0.0,4.083870967741936,0.079,313077.3870967742,-0.002,29076614.0,0.013999999999999999,-73385.35483870968,-0.101
2024-05-28,5.33,0.0,4.087096774193548,0.079,313071.70967741933,-0.002,29076614.0,0.013999999999999999,-73311.48387096774,-0.101
2024-05-29,5.33,0.0,4.090322580645161,0.079,313066.03225806454,-0.002,29076614.0,0.013999999999999999,-73237.6129032258,-0.101
2024-05-30,5.33,0.0,4.0935483870967735,0.079,313060.3548387097,-0.002,29076614.0,0.013999999999999999,-73163.74193548386,-0.101
2024-05-31,5.33,0.0,4.096774193548387,0.079,313054.67741935485,-0.002,29076614.0,0.013999999999999999,-73089.87096774194,-0.101
2024-06-01,5.33,0.0,4.1,0.079,313049.0,-0.002,29076614.0,0.013999999999999999,-73016.0,-0.101
2024-06-02,5.33,0.0,4.1066666666666665,0.163,313065.1666666667,0.005,29076614.0,0.013999999999999999,-73212.73333333334,0.269
2024-06-03,5.33,0.0,4.113333333333333,0.16199999999999998,313081.3333333333,0.005,29076614.0,0.013999999999999999,-73409.46666666666,0.269
2024-06-04,5.33,0.0,4.119999999999999,0.16199999999999998,313097.5,0.005,29076614.0,0.013999999999999999,-73606.2,0.268
2024-06-05,5.33,0.0,4.126666666666666,0.16199999999999998,313113.6666666667,0.005,29076614.0,0.013999999999999999,-73802.93333333333,0.267
2024-06-06,5.33,0.0,4.133333333333333,0.16199999999999998,313129.8333333333,0.005,29076614.0,0.013999999999999999,-73999.66666666667,0.267
2024-06-07,5.33,0.0,4.14,0.161,313146.0,0.005,29076614.0,0.013999999999999999,-74196.4,0.266
2024-06-08,5.33,0.0,4.1466666666666665,0.161,313162.1666666667,0.005,29076614.0,0.013999999999999999,-74393.13333333333,0.265
2024-06-09,5.33,0.0,4.153333333333333,0.161,313178.3333333333,0.005,29076614.0,0.013999999999999999,-74589.86666666667,0.264
2024-06-10,5.33,0.0,4.16,0.161,313194.5,0.005,29076614.0,0.013999999999999999,-74786.6,0.264
2024-06-11,5.33,0.0,4.166666666666666,0.16,313210.6666666667,0.005,29076614.0,0.013999999999999999,-74983.33333333333,0.263
2024-06-12,5.33,0.0,4.173333333333333,0.16,313226.8333333333,0.005,29076614.0,0.013999999999999999,-75180.06666666667,0.262
2024-06-13,5.33,0.0,4.18,0.16,313243.0,0.005,29076614.0,0.013999999999999999,-75376.8,0.262
2024-06-14,5.33,0.0,4.1866666666666665,0.159,313259.1666666667,0.005,29076614.0,0.013999999999999999,-75573.53333333334,0.261
2024-06-15,5.33,0.0,4.193333333333333,0.159,313275.3333333333,0.005,29076614.0,0.013999999999999999,-75770.26666666666,0.26
2024-06-16,5.33,0.0,4.199999999999999,0.159,313291.5,0.005,29076614.0,0.013999999999999999,-75967.0,0.26
2024-06-17,5.33,0.0,4.206666666666666,0.159,313307.6666666667,0.005,29076614.0,0.013999999999999999,-76163.73333333334,0.259
2024-06-18,5.33,0.0,4.213333333333333,0.158,313323.8333333333,0.005,29076614.0,0.013999999999999999,-76360.46666666666,0.258
2024-06-19,5.33,0.0,4.22,0.158,313340.0,0.005,29076614.0,0.013999999999999999,-76557.2,0.258
2024-06-20,5.33,0.0,4.226666666666667,0.158,313356.1666666667,0.005,29076614.0,0.013999999999999999,-76753.93333333333,0.257
2024-06-21,5.33,0.0,4.233333333333333,0.158,313372.3333333333,0.005,29076614.0,0.013999999999999999,-76950.66666666667,0.256
2024-06-22,5.33,0.0,4.24,0.157,313388.5,0.005,29076614.0,0.013999999999999999,-77147.4,0.256
2024-06-23,5.33,0.0,4.246666666666666,0.157,313404.6666666667,0.005,29076614.0,0.013999999999999999,-77344.13333333333,0.255
2024-06-24,5.33,0.0,4.253333333333333,0.157,313420.8333333333,0.005,29076614.0,0.013999999999999999,-77540.86666666667,0.254
2024-06-25,5.33,0.0,4.26,0.157,313437.0,0.005,29076614.0,0.013999999999999999,-77737.6,0.254
2024-06-26,5.33,0.0,4.266666666666667,0.156,313453.1666666667,0.005,29076614.0,0.013999999999999999,-77934.33333333333,0.253
2024-06-27,5.33,0.0,4.273333333333333,0.156,313469.3333333333,0.005,29076614.0,0.013999999999999999,-78131.06666666667,0.252
2024-06-28,5.33,0.0,4.279999999999999,0.156,313485.5,0.005,29076614.0,0.013999999999999999,-78327.8,0.252
2024-06-29,5.33,0.0,4.286666666666666,0.156,313501.6666666667,0.005,29076614.0,0.013999999999999999,-78524.53333333333,0.251
2024-06-30,5.33,0.0,4.293333333333333,0.156,313517.8333333333,0.005,29076614.0,0.013999999999999999,-78721.26666666666,0.251
2024-07-01,5.33,0.0,4.3,0.155,313534.0,0.005,29076614.0,0.013999999999999999,-78918.0,0.25
2024-07-02,5.33,0.0,4.296774193548387,-0.075,313552.93548387097,0.006,29076614.0,0.013999999999999999,-78655.70967741935,-0.332
2024-07-03,5.33,0.0,4.293548387096774,-0.075,313571.87096774194,0.006,29076614.0,0.013999999999999999,-78393.41935483871,-0.333
2024-07-04,5.33,0.0,4.290322580645161,-0.075,313590.8064516129,0.006,29076614.0,0.013999999999999999,-78131.12903225806,-0.335
2024-07-05,5.33,0.0,4.287096774193548,-0.075,313609.7419354839,0.006,29076614.0,0.013999999999999999,-77868.83870967742,-0.336
2024-07-06,5.33,0.0,4.283870967741936,-0.075,313628.67741935485,0.006,29076614.0,0.013999999999999999,-77606.54838709677,-0.337
2024-07-07,5.33,0.0,4.280645161290322,-0.075,313647.6129032258,0.006,29076614.0,0.013999999999999999,-77344.25806451612,-0.338
2024-07-08,5.33,0.0,4.27741935483871,-0.075,313666.5483870968,0.006,29076614.0,0.013999999999999999,-77081.96774193548,-0.33899999999999997
2024-07-09,5.33,0.0,4.274193548387097,-0.075,313685.48387096776,0.006,29076614.0,0.013999999999999999,-76819.67741935483,-0.33999999999999997
2024-07-10,5.33,0.0,4.2709677419354835,-0.075,313704.4193548387,0.006,29076614.0,0.013999999999999999,-76557.3870967742,-0.34099999999999997
2024-07-11,5.33,0.0,4.267741935483871,-0.076,313723.3548387097,0.006,29076614.0,0.013999999999999999,-76295.09677419355,-0.34299999999999997
2024-07-12,5.33,0.0,4.264516129032258,-0.076,313742.29032258067,0.006,29076614.0,0.013999999999999999,-76032.80645161291,-0.344
2024-07-13,5.33,0.0,4.2612903225806456,-0.076,313761.22580645164,0.006,29076614.0,0.013999999999999999,-75770.51612903226,-0.345
2024-07-14,5.33,0.0,4.258064516129032,-0.076,313780.1612903226,0.006,29076614.0,0.013999999999999999,-75508.2258064516,-0.346
2024-07-15,5.33,0.0,4.254838709677419,-0.076,313799.0967741936,0.006,29076614.0,0.013999999999999999,-75245.93548387097,-0.347
2024-07-16,5.33,0.0,4.251612903225807,-0.076,313818.03225806454,0.006,29076614.0,0.013999999999999999,-74983.64516129032,-0.349
2024-07-17,5.33,0.0,4.248387096774193,-0.076,313836.96774193546,0.006,29076614.0,0.013999999999999999,-74721.35483870968,-0.35000000000000003
2024-07-18,5.33,0.0,4.245161290322581,-0.076,313855.9032258064,0.006,29076614.0,0.013999999999999999,-74459.06451612903,-0.35100000000000003
2024-07-19,5.33,0.0,4.241935483870968,-0.076,313874.8387096774,0.006,29076614.0,0.013999999999999999,-74196.7741935484,-0.35200000000000004
2024-07-20,5.33,0.0,4.2387096774193544,-0.076,313893.77419354836,0.006,29076614.0,0.013999999999999999,-73934.48387096774,-0.35400000000000004
2024-07-21,5.33,0.0,4.235483870967742,-0.076,313912.70967741933,0.006,29076614.0,0.013999999999999999,-73672.19354838709,-0.35500000000000004
2024-07-22,5.33,0.0,4.232258064516129,-0.076,313931.6451612903,0.006,29076614.0,0.013999999999999999,-73409.90322580645,-0.356
2024-07-23,5.33,0.0,4.2290322580645165,-0.076,313950.5806451613,0.006,29076614.0,0.013999999999999999,-73147.6129032258,-0.357
2024-07-24,5.33,0.0,4.225806451612903,-0.076,313969.51612903224,0.006,29076614.0,0.013999999999999999,-72885.32258064517,-0.359
2024-07-25,5.33,0.0,4.22258064516129,-0.076,313988.4516129032,0.006,29076614.0,0.013999999999999999,-72623.03225806452,-0.36
2024-07-26,5.33,0.0,4.219354838709678,-0.076,314007.3870967742,0.006,29076614.0,0.013999999999999999,-72360.74193548386,-0.361
2024-07-27,5.33,0.0,4.216129032258064,-0.076,314026.32258064515,0.006,29076614.0,0.013999999999999999,-72098.45161290323,-0.362
2024-07-28,5.33,0.0,4.212903225806452,-0.077,314045.2580645161,0.006,29076614.0,0.013999999999999999,-71836.16129032258,-0.364
2024-07-29,5.33,0.0,4.209677419354839,-0.077,314064.1935483871,0.006,29076614.0,0.013999999999999999,-71573.87096774194,-0.365
2024-07-30,5.33,0.0,4.206451612903226,-0.077,314083.12903225806,0.006,29076614.0,0.013999999999999999,-71311.58064516129,-0.366
2024-07-31,5.33,0.0,4.203225806451613,-0.077,314102.06451612903,0.006,29076614.0,0.013999999999999999,-71049.29032258065,-0.368
2024-08-01,5.33,0.0,4.2,-0.077,314121.0,0.006,29076614.0,0.013999999999999999,-70787.0,-0.369
2024-08-02,5.33,0.0,4.1967741935483875,-0.077,314139.22580645164,0.006,29076614.0,0.013999999999999999,-71224.80645161291,0.618
2024-08-03,5.33,0.0,4.193548387096774,-0.077,314157.4516129032,0.006,29076614.0,0.013999999999999999,-71662.6129032258,0.615
2024-08-04,5.33,0.0,4.190322580645161,-0.077,314175.67741935485,0.006,29076614.0,0.013999999999999999,-72100.41935483871,0.611
2024-08-05,5.33,0.0,4.187096774193549,-0.077,314193.9032258064,0.006,29076614.0,0.013999999999999999,-72538.2258064516,0.607
2024-08-06,5.33,0.0,4.183870967741935,-0.077,314212.12903225806,0.006,29076614.0,0.013999999999999999,-72976.03225806452,0.604
2024-08-07,5.33,0.0,4.180645161290323,-0.077,314230.3548387097,0.006,29076614.0,0.013999999999999999,-73413.83870967742,0.6
2024-08-08,5.33,0.0,4.17741935483871,-0.077,314248.5806451613,0.006,29076614.0,0.013999999999999999,-73851.64516129032,0.596
2024-08-09,5.33,0.0,4.174193548387096,-0.077,314266.8064516129,0.006,29076614.0,0.013999999999999999,-74289.45161290323,0.5930000000000001
2024-08-10,5.33,0.0,4.170967741935484,-0.077,314285.03225806454,0.006,29076614.0,0.013999999999999999,-74727.25806451614,0.5890000000000001
2024-08-11,5.33,0.0,4.167741935483871,-0.077,314303.2580645161,0.006,29076614.0,0.013999999999999999,-75165.06451612903,0.586
