,v,vw,o,c,h,l,t,n
306,9176.83630199953,26220.5493,26289.8,26208.44,26410.0,26080.0,1695686400000,206141
307,18060.025435709216,26402.3176,26214.9,26359.9,26876.0,26088.37,1695772800000,268911
308,22561.245505560048,26867.7824,26357.56,27027.14,27335.0,26321.37,1695859200000,297690
309,15814.497181300825,26947.037,27027.3,26907.0,27264.0,26661.71,1695945600000,258584
310,5336.814536240815,26982.1913,26920.1,26961.0,27110.0,26884.86,1696032000000,158232
311,12382.31513936321,27542.9537,26972.1,27995.46,28105.0,26955.25,1696118400000,236419
312,32706.12199481325,28061.3182,27995.46,27504.04,28613.37,27298.0,1696204800000,405610
313,17370.88515368263,27433.4523,27532.0,27428.96,27700.0,27160.47,1696291200000,275161
314,12788.35884951181,27535.9547,27428.96,27786.75,27846.0,27208.65,1696377600000,242629
315,18001.332540909603,27699.4562,27800.0,27413.8,28140.0,27358.05,1696464000000,279039
316,17232.89093354511,27763.2167,27413.8,27945.17,28297.0,27173.41,1696550400000,306722
317,4748.550423800992,27940.1245,27947.8,27976.43,28040.84,27840.0,1696636800000,163802
318,5098.696867750869,27926.6768,27973.4,27933.55,28109.94,27708.6,1696723200000,161151
319,15594.71608394797,27593.9954,27933.54,27596.67,28003.7,27268.63,1696809600000,274487
320,13125.717596612725,27473.997,27586.1,27393.29,27752.0,27291.81,1696896000000,237010
321,21529.99629811929,26922.438,27397.3,26869.19,27492.0,26521.32,1696982400000,317243
322,10925.69028405186,26733.8111,26868.2,26750.51,26964.0,26537.72,1697068800000,224224
323,11661.449196250906,26849.7349,26794.0,26867.9,27140.0,26662.62,1697155200000,234913
324,3878.526884900356,26884.662,26867.9,26851.71,26995.0,26797.0,1697241600000,141199
325,7710.0875256911695,27073.1866,26851.71,27186.13,27304.0,26806.06,1697328000000,166743
326,48566.44292996274,28253.9255,27186.13,28520.24,30208.0,27119.9,1697414400000,544929
327,17326.46674800579,28414.9893,28516.8,28410.0,28637.21,28083.19,1697500800000,308695
328,14876.443152926226,28456.8673,28408.51,28326.51,28999.98,28151.6,1697587200000,300736
329,16596.19519741294,28577.6857,28326.24,28726.9,28955.0,28122.57,1697673600000,326394
330,27061.412863866142,29547.2144,28734.51,29684.73,30260.0,28591.85,1697760000000,448015
331,9412.677030121653,29899.1515,29680.9,29924.84,30369.0,29475.06,1697846400000,235551
332,7552.858811070171,29926.02,29925.91,30004.15,30275.0,29668.0,1697932800000,206345
333,47149.55282034107,31626.3779,30004.14,33087.58,35000.0,29890.89,1698019200000,709056
334,51659.28557555184,34081.7366,33084.4,33922.52,35225.0,32851.0,1698105600000,849286
335,24827.736185113954,34462.8682,33921.6,34506.35,35152.0,33690.91,1698192000000,421127
336,20751.57895983245,34221.536,34504.33,34154.71,34843.04,33717.2,1698278400000,381068
337,17678.598332582693,33919.1856,34153.35,33906.09,34269.0,33318.6,1698364800000,300071
338,6346.222647200909,34145.6525,33915.1,34085.42,34531.0,33852.8,1698451200000,178223
339,8560.598133881818,34437.1356,34085.42,34534.48,34783.0,33937.31,1698537600000,193769
340,14077.711118352741,34468.6709,34534.48,34493.79,34953.4,34077.9,1698624000000,248032
341,12530.454739981622,34414.3133,34508.1,34656.4,34732.18,34038.79,1698710400000,252819
342,21990.99457728188,34769.6885,34653.9,35440.1,35647.19,34079.46,1698796800000,372309
343,19633.25642191019,35149.1665,35441.7,34950.0,35997.8,34311.73,1698883200000,358563
344,17580.765055601223,34525.3377,34947.92,34731.27,34954.6,34100.0,1698969600000,358702
345,7015.023593800654,34837.4481,34730.32,35090.3,35296.0,34599.85,1699056000000,205758
346,8328.056750291418,35030.5883,35091.1,35035.42,35439.0,34479.0,1699142400000,219372
347,9031.178320961637,35027.465,35035.79,35059.46,35323.0,34753.66,1699228800000,246802
348,17389.498627963476,35194.3291,35028.6,35416.28,35963.0,34518.0,1699315200000,343022
349,15511.345017905101,35529.4554,35449.1,35639.13,36113.59,35100.0,1699401600000,311917
350,41092.963234284776,36725.6049,35639.13,36706.59,37999.0,35517.3,1699488000000,655569
351,20591.50023106141,37066.9025,36702.5,37301.0,37548.8,36334.46,1699574400000,411590
352,8286.818863001703,37071.9092,37311.7,37139.12,37424.03,36651.0,1699660800000,247283
353,4941.516481990443,37076.1817,37139.94,37086.03,37247.0,36727.3,1699747200000,186563
354,15049.499597457863,36829.1813,37053.9,36494.1,37444.0,36351.0,1699833600000,327228
355,22715.548636068837,35966.6466,36494.1,35554.09,36756.16,34666.0,1699920000000,404101
356,26381.792416145643,36908.452,35554.1,37885.35,37987.0,35358.45,1700006400000,529801
357,25829.054796816865,36639.0142,37856.0,36161.15,37958.75,35511.11,1700092800000,469464
358,17689.67674299156,36360.0234,36161.15,36625.0,36888.0,35851.2,1700179200000,319352
359,4961.651855590686,36546.4848,36631.56,36594.89,36857.15,36205.89,1700265600000,180911
360,6637.247370100936,36879.1343,36596.14,37391.19,37546.62,36404.52,1700352000000,185046
361,19933.89923549112,37365.5431,37379.0,37475.64,37784.07,36620.0,1700438400000,347229
362,29781.556916316415,36908.8506,37480.5,35751.89,37675.77,35744.9,1700524800000,424565
363,25815.682909892173,36829.6958,35756.0,37424.31,37888.0,35633.0,1700611200000,416400
364,11255.70344309498,37323.1127,37428.1,37300.9,37653.67,36874.7,1700697600000,250251
365,25398.319833813806,37848.7917,37300.9,37745.84,38454.0,37248.0,1700784000000,412230
366,5900.593432540458,37770.0484,37746.29,37805.99,37920.27,37583.0,1700870400000,170581
367,9283.43340594138,37491.3448,37781.0,37462.79,37842.17,37117.0,1700956800000,212368
368,17398.233303532234,37066.485,37469.9,37241.63,37578.42,36715.1,1701043200000,290725
369,23519.594636871952,37803.5039,37254.1,37838.26,38425.96,36873.55,1701129600000,336526
370,18729.83823372214,37957.302,37838.26,37863.84,38480.0,37555.0,1701216000000,301925
371,10547.50291791071,37763.3907,37864.79,37732.27,38152.18,37490.0,1701302400000,235665
372,22789.851736040953,38527.3418,37732.27,38703.54,39000.0,37618.0,1701388800000,405390
373,12361.73849266264,39151.5397,38690.0,39478.95,39740.0,38634.0,1701475200000,276518
374,10699.749838323205,39704.2976,39467.42,39984.81,40221.22,39253.0,1701561600000,280060
375,32400.89486495723,41409.4421,39975.1,41987.24,42415.5,39476.0,1701648000000,565834
376,34916.9349298997,42953.9916,41983.0,44084.39,45000.0,40849.0,1701734400000,591912
377,24660.42372229832,43902.7293,44086.33,43761.7,44297.0,43335.5,1701820800000,456378
378,18639.499968512984,43465.0138,43809.0,43280.95,44091.0,42846.53,1701907200000,366895
379,19135.757218053423,43833.9255,43288.1,44192.87,44754.99,43086.0,1701993600000,358153
380,8473.693434901174,44006.3542,44192.86,43723.25,44384.68,43586.14,1702080000000,236620
381,6232.076501981144,43823.9222,43722.84,43793.68,44066.0,43562.06,1702166400000,186247
382,35445.40136005956,41660.4556,43793.67,41229.61,43842.0,39999.0,1702252800000,528388
383,18143.572584052064,41471.0772,41236.9,41477.39,42300.0,40636.51,1702339200000,319369
384,20914.557157635176,42003.7843,41477.6,42885.54,43475.0,40553.15,1702425600000,361595
385,20503.47930140568,42746.3564,42889.1,43027.77,43470.0,41359.0,1702512000000,363455
386,14295.062770914623,42318.3415,43027.77,41933.89,43106.0,41640.51,1702598400000,318911
387,7450.71614399271,42247.0147,41934.84,42237.29,42746.0,41626.66,1702684800000,232045
388,10630.181342181319,41873.0287,42235.23,41349.59,42448.0,41222.0,1702771200000,228967
389,18252.33167576893,41505.4545,41349.59,42650.01,42773.0,40508.0,1702857600000,322988
390,17413.69422059899,42586.6223,42644.7,42266.22,43529.0,41780.0,1702944000000,314676
391,25467.63944575013,43610.5836,42267.1,43674.77,44363.0,42184.48,1703030400000,373589
392,16951.863061412543,43741.4543,43630.0,43875.32,44250.0,43295.78,1703116800000,290929
393,14334.761922780774,43821.5884,43875.56,44013.73,44444.0,43412.82,1703203200000,267846
394,5872.449681220971,43709.0385,43997.0,43726.35,44068.0,43314.0,1703289600000,186770
395,7990.304476221853,43504.7368,43728.36,43025.03,43985.67,42614.17,1703376000000,207217
396,7350.270069471242,43366.3418,43014.9,43589.67,43881.0,42755.35,1703462400000,172801
397,18140.77213837275,42486.5073,43604.1,42515.53,43649.0,41600.67,1703548800000,289519
398,16064.1387541575,43052.3721,42519.1,43474.4,43709.98,42111.47,1703635200000,284295
399,17412.882144823063,42925.6589,43469.06,42581.23,43830.34,42265.08,1703721600000,330504
400,21003.815934003112,42308.0577,42581.23,42063.45,43175.0,41300.0,1703808000000,357125
401,13585.531731741532,42110.9407,42097.9,42141.03,42665.0,41518.19,1703894400000,253042
402,13553.305702442558,42439.9872,42139.32,42288.06,42939.0,41964.68,1703980800000,215366
403,11571.132272252362,43114.6615,42241.1,44220.78,44240.8,42175.65,1704067200000,219298
404,39113.6281522264,45190.5321,44180.8,44972.8,45925.82,44113.2,1704153600000,522828
405,43428.97340344553,43034.5792,44972.81,42862.44,45559.0,39501.0,1704240000000,622288
406,23483.267113926853,43804.8366,42860.58,44193.29,44810.0,42650.0,1704326400000,367559
407,23295.117121494848,43711.2836,44198.35,44186.59,44449.0,42413.0,1704412800000,373665
408,7422.341112331489,43857.4888,44179.9,44018.0,44263.0,43436.5,1704499200000,180768
409,8044.732283182773,44095.3438,43960.0,43959.0,44510.01,43627.0,1704585600000,184630
410,37061.96436286115,45541.5938,43954.52,46995.1,47330.0,43200.44,1704672000000,570177
411,38524.350057053976,46491.2035,46989.5,46124.08,47988.0,44500.0,1704758400000,656435
412,49773.3582634139,45878.5148,46120.79,46666.11,47732.5,44268.0,1704844800000,738646
413,50944.64533833511,46947.4415,46654.0,46350.4,49102.29,45555.55,1704931200000,762583
414,59970.9527363467,44196.8707,46350.4,42773.03,46522.2,41444.97,1705017600000,791172
415,13737.624864085004,42831.5723,42775.1,42839.33,43250.0,42427.0,1705104000000,315568
416,11736.23537913369,42547.6023,42827.9,41697.33,43075.0,41680.73,1705190400000,254369
417,14184.84569772358,42593.5944,41698.13,42520.0,43369.0,41680.0,1705276800000,286077
418,21236.810862302398,42984.3473,42499.3,43130.45,43588.0,42028.02,1705363200000,390408
419,19248.80836952228,42620.9692,43130.35,42739.49,43215.0,42160.0,1705449600000,343705
420,29890.466539984263,41649.2286,42737.68,41293.5,42932.0,40600.05,1705536000000,392081
421,27855.61115430643,41263.728,41290.57,41624.07,42212.0,40236.49,1705622400000,384868
422,7096.28753251149,41601.0113,41623.94,41666.67,41944.0,40000.0,1705708800000,189193
423,5268.617377100797,41698.6924,41666.67,41554.05,42260.0,41472.49,1705795200000,149600
424,33767.231491860824,40405.9444,41670.0,39524.27,41775.0,39372.44,1705881600000,440095
425,28114.91671063499,39263.6977,39510.0,39878.3,40215.0,38501.0,1705968000000,422574
426,21769.698772998032,39871.7516,39878.28,40069.8,40599.0,39382.15,1706054400000,332209
427,16735.523332165852,39893.3563,40079.87,39941.66,40333.0,39503.0,1706140800000,254578
428,25444.491195520382,41317.6759,39941.66,41814.8,42243.14,39805.95,1706227200000,353696
429,5516.929458381651,41812.7495,41814.96,42126.55,42204.0,41383.94,1706313600000,162020
430,6906.719029741704,42272.2683,42126.55,42034.59,42839.07,41617.53,1706400000000,171880
431,15637.156951694247,42722.6475,42025.0,43269.5,43333.0,41787.35,1706486400000,257880
432,19919.379506534315,43450.3182,43272.7,42942.78,43872.99,42680.2,1706572800000,287585
433,19446.882335773065,42982.206,42955.0,42548.08,43742.3,42265.77,1706659200000,273550
434,15130.836461533445,42551.1031,42551.7,43075.2,43276.19,41846.04,1706745600000,269772
435,15165.356765253753,43044.4664,43075.3,43181.66,43700.0,42527.58,1706832000000,250322
436,3069.056594700402,43100.0274,43183.62,43010.67,43366.0,42863.58,1706918400000,129634
437,3898.363555500461,42798.4293,43007.82,42568.55,43109.0,42228.01,1707004800000,132617
438,11374.964509474737,42746.4013,42591.3,42657.67,43540.0,42235.0,1707091200000,221152
439,9990.22960118174,43026.4095,42650.0,43095.79,43387.0,42516.07,1707177600000,220996
440,17944.147697913057,43585.6018,43085.0,44343.61,44430.0,42760.44,1707264000000,274996
441,24499.503102522547,45038.0821,44330.0,45329.6,45637.38,44323.0,1707350400000,379837
442,30597.29528200841,47080.0096,45280.0,47160.41,48230.02,45246.0,1707436800000,473764
443,8000.422264321736,47450.9327,47157.01,47767.06,48190.0,46889.53,1707523200000,209765
444,8336.231897111864,48205.0681,47767.06,48316.3,48614.0,47580.9,1707609600000,216643
445,28044.659629649363,49359.7281,48321.14,49941.81,50363.42,47642.0,1707696000000,432269
446,26690.211311180094,49354.8674,49941.95,49725.36,50423.42,48240.0,1707782400000,412197
447,28019.370171001457,51290.5939,49750.1,51858.59,52136.8,49253.92,1707868800000,468121
448,25013.753372190306,52090.5666,51835.2,51934.29,52890.0,51280.0,1707955200000,486510
449,17144.98668249129,52033.0719,51947.1,52162.64,52608.2,51580.0,1708041600000,352064
450,8883.469746892166,51417.1217,52185.3,51700.0,52214.05,50130.0,1708128000000,220798
451,6551.295609511554,51845.6793,51700.1,52153.63,52451.0,51165.0,1708214400000,198699
452,8822.595329122643,52107.0578,52157.1,51787.05,52501.01,51648.0,1708300800000,242415
453,23028.060137330795,51914.8171,51771.2,52167.0,53000.0,50584.0,1708387200000,385344
454,18117.36174936655,51313.0563,52270.1,51851.67,52394.91,50439.0,1708473600000,348111
455,16898.38186680822,51592.9672,51866.9,51258.7,52100.0,50890.2,1708560000000,310033
456,14216.24826204933,51018.4403,51300.1,50737.0,51537.0,50227.0,1708646400000,309611
457,5331.982110101079,51221.519,50739.4,51570.65,51736.0,50576.55,1708732800000,180385
458,6111.003062901675,51665.9453,51554.5,51731.0,51967.82,51275.01,1708819200000,180548
459,32020.825000955032,53278.0747,51733.8,54533.48,54980.0,50871.0,1708905600000,493515
460,38515.80831857773,56550.4406,54525.4,57077.07,57646.81,54384.0,1708992000000,675281
461,65601.92862209708,60481.3333,57077.08,62518.9,64100.0,56000.4,1709078400000,1094096
462,47621.038243198884,62062.2587,62489.8,61180.9,63675.48,60108.8,1709164800000,802983
463,30681.328374492583,61998.8151,61179.03,62436.72,63267.18,60500.0,1709251200000,576226
464,10456.558672512736,62044.02,62439.74,62045.78,62500.0,61584.0,1709337600000,328631
465,10579.410340873275,62356.8907,62045.78,63178.2,63260.0,61350.0,1709424000000,314418
466,52133.16140926825,66096.6608,63155.74,68098.0,68602.98,62216.0,1709510400000,907498
467,85476.96548048228,65017.2267,68356.7,63800.78,69324.58,59008.0,1709596800000,1509516
468,44033.02548165077,66148.0187,63802.15,66122.28,67681.0,62783.0,1709683200000,825631
469,27523.51610418382,67124.5179,66115.48,66938.21,68098.09,65595.0,1709769600000,618867
470,42812.29373757517,68180.5133,66938.21,68289.16,70199.0,65200.0,1709856000000,778787
471,11795.36766444294,68362.3984,68289.16,68480.0,68700.41,67719.0,1709942400000,344711
472,17430.37948084603,69326.6822,68480.01,68951.0,70000.0,68047.0,1710028800000,475654
473,44952.35231810567,71382.5716,69032.8,72110.98,72943.98,67000.0,1710115200000,864713
474,40257.052183758606,71228.0231,72100.1,71475.93,73027.63,68357.0,1710201600000,918971
475,27339.186181919315,72806.5633,71473.43,73135.04,73709.99,70976.0,1710288000000,636753
476,42665.71858346498,71219.9023,73135.04,71364.58,73835.57,68454.47,1710374400000,984488
477,51116.259752913196,68391.4054,71364.58,69520.0,72500.0,65460.0,1710460800000,1033965
478,22452.370880193022,67550.6352,69514.87,65254.22,70071.0,64774.05,1710547200000,548172
479,18896.250819064913,66878.9888,65254.22,68343.64,68927.0,64505.0,1710633600000,442839
480,25258.280699166615,67500.1474,68354.29,67613.04,68940.0,66562.65,1710720000000,530243
481,53882.12499433056,64106.4215,67600.0,61906.27,68136.39,61506.0,1710806400000,979567
482,49516.82253871595,64207.6968,62022.0,67858.8,68202.0,60771.14,1710892800000,895549
483,24555.48664048687,66510.0482,67855.88,65484.7,68280.0,64525.0,1710979200000,621560
484,23774.14154240207,64064.6907,65478.98,63814.56,66712.0,62201.0,1711065600000,660792
485,10615.216697072612,64642.5069,63814.56,63998.86,66029.09,63013.19,1711152000000,348768
486,10359.231325392617,65686.6948,63998.87,67204.93,67949.0,63785.57,1711238400000,339237
487,31307.104575000012,69156.2184,67212.69,69890.28,71269.92,66381.84,1711324800000,732703
488,20155.068485687792,70301.483,69950.1,70000.1,71582.96,69116.8,1711411200000,569836
489,26781.64595618427,69637.5941,69994.9,69437.3,71789.85,68251.0,1711497600000,622086
490,19933.541979907975,70693.0403,69437.2,70801.18,71635.99,68800.0,1711584000000,558198
491,10710.140036532179,69943.4957,70786.0,69903.75,70941.7,69015.0,1711670400000,372585
492,4242.4127139807215,69977.1798,69903.74,69626.87,70363.25,69569.03,1711756800000,237286
493,6649.246520801482,70550.6183,69652.0,71288.9,71444.0,69587.86,1711843200000,258897
494,18513.448805676693,69438.7465,71291.5,69681.1,71373.0,68055.15,1711929600000,484820
495,30832.79852348744,66052.8769,69681.1,65464.14,69711.0,64192.0,1712016000000,748173
496,17444.035729207495,66025.2967,65472.0,65987.92,66944.06,64500.0,1712102400000,438158
497,23624.26045135535,67625.0333,65984.18,68527.4,69634.0,65048.0,1712188800000,523749
498,20406.853908779965,67457.3015,68528.69,67856.51,68783.99,65959.0,1712275200000,467893
499,6124.067240281255,68283.2003,67856.51,68919.89,69693.1,67379.0,1712361600000,247970
500,7901.9930474127605,69486.092,68908.6,69350.34,70312.0,68820.0,1712448000000,325177
501,23223.579051814715,71576.5348,69350.36,71622.53,72777.0,69036.0,1712534400000,567352
502,21914.589601101146,69778.9649,71650.1,69117.01,71761.37,68200.0,1712620800000,539778
503,21928.775432553433,69027.2689,69115.79,70634.04,71341.0,67463.07,1712707200000,523393
504,14372.856794187008,70394.0358,70733.0,70046.4,71444.0,69530.0,1712793600000,416029
505,32094.801286557326,68209.7878,70103.0,67148.61,71291.0,65103.0,1712880000000,786351
506,37545.51982960271,64796.5735,67199.8,64024.77,69100.0,60495.0,1712966400000,1041828
507,26538.987589805183,64133.239,64018.6,65777.05,65909.0,62150.0,1713052800000,646041
508,27322.953087577836,64848.2963,65700.0,63452.18,66928.82,62315.08,1713139200000,665228
509,22582.62085850296,62860.4936,63441.8,63814.94,64415.0,61551.0,1713225600000,598486
510,27908.50173031259,61644.1743,63832.6,61279.36,64534.0,59648.33,1713312000000,762399
511,19600.090229615384,62791.1291,61284.4,63513.85,64210.0,60816.07,1713398400000,493620
512,29526.060603527425,63470.0901,63499.5,63848.37,65501.0,59573.32,1713484800000,754969
513,8034.73000691246,64393.4803,63846.0,64968.87,65465.0,63121.15,1713571200000,338677
514,6317.031909871909,64954.2161,64993.8,64952.92,65756.0,64250.0,1713657600000,256373
515,14674.208393758543,66153.6475,64953.0,66859.17,68158.0,64520.0,1713744000000,384705
516,11216.318416991891,66532.5241,66831.4,66414.16,67253.0,65807.0,1713830400000,356444
517,18390.331962421373,65202.5357,66419.8,64255.78,67153.0,63542.56,1713916800000,461978
518,16609.340525686952,64093.9909,64255.77,64484.44,65381.0,62743.5,1714003200000,393349
519,12487.760915875097,64044.727,64489.1,63742.39,64839.0,63287.76,1714089600000,329087
520,7688.4621976635235,63037.6848,63750.8,63425.0,64029.0,62389.0,1714176000000,261235
521,5551.1416021712785,63609.2407,63425.1,63108.94,64470.0,62743.81,1714262400000,221386
522,13377.822500071163,62745.9558,63114.1,63844.85,64304.0,61741.01,1714348800000,352229
523,26998.48751629146,61053.0543,63822.1,60622.1,64800.0,59040.3,1714435200000,592807
524,36306.16835997113,57898.2558,60610.0,58265.59,60991.0,56378.0,1714521600000,818856
525,18350.770952150266,58551.988,58267.81,59071.89,59767.0,56903.79,1714608000000,504135
526,22588.06498860277,61132.9655,59113.2,62913.03,63444.0,58821.05,1714694400000,524815
527,9341.29545499236,63518.2417,62925.8,63902.88,64644.0,62550.4,1714780800000,278892
528,6410.308083120016,63845.4607,63898.0,64023.45,64801.0,62908.34,1714867200000,273052
529,15014.69468358998,63824.4851,64067.5,63162.24,65628.0,62704.48,1714953600000,405905
530,11742.36228945821,63429.3836,63161.7,62315.76,64480.0,62252.64,1715040000000,327075
531,9857.802772441306,62125.3084,62325.0,61169.53,63112.0,60851.04,1715126400000,349677
532,10679.227749370395,61904.4023,61172.1,63073.57,63529.0,60601.6,1715212800000,309101
533,15163.250328231863,61550.7498,63052.0,60787.47,63612.0,60150.0,1715299200000,386107
534,3789.3654638304683,60940.4341,60790.8,60805.0,61588.0,60450.13,1715385600000,193373
535,3792.766457371365,61245.6893,60805.0,61453.02,61962.0,60576.05,1715472000000,204346
536,11541.77888872016,62522.5301,61444.6,62932.37,63540.0,60738.51,1715558400000,384930
537,16135.62462599838,62078.6866,62910.0,61539.84,63175.0,61000.0,1715644800000,434473
538,27716.98672330425,64615.114,61539.7,66244.69,66500.0,61299.57,1715731200000,664184
539,15424.821354775437,65754.746,66233.1,65252.18,66799.0,64557.0,1715817600000,462993
540,14778.8951649091,66576.1514,65228.4,67046.33,67618.0,65113.46,1715904000000,398826
541,4637.99978324156,66974.7154,67043.6,66923.87,67473.0,66598.0,1715990400000,235241
542,4912.141236761148,66864.232,66920.1,66262.4,67984.0,65852.02,1716076800000,240980
543,25837.14890898711,68756.982,66262.5,71432.17,71560.9,66057.03,1716163200000,615890
544,19826.247984224698,70560.5782,71432.16,70145.1,71980.0,69146.01,1716249600000,604460
545,14277.429019659008,69748.2165,70145.1,69109.93,70668.0,68725.2,1716336000000,447442
546,19011.497148756054,68230.3722,69144.1,67940.45,70500.0,66250.0,1716422400000,511572
547,12804.68779944892,68161.1374,67947.0,68547.8,69308.0,66587.91,1716508800000,389308
548,3607.6377056903534,69031.9205,68541.0,69289.67,69635.0,68487.44,1716595200000,193911
549,2949.5081756000036,68887.4445,69278.7,68473.72,69588.0,67971.1,1716681600000,187333
550,7834.055005983865,69475.1187,68474.4,69368.72,70679.0,68210.12,1716768000000,279376
551,14590.479766482238,68146.7215,69377.8,68321.98,69597.0,67194.59,1716854400000,385943
552,11508.583914956238,67787.6599,68325.0,67569.45,68971.0,67081.66,1716940800000,402522
553,14621.039771766613,68433.2896,67575.4,68338.58,69550.0,67092.91,1717027200000,419635
554,12714.239392585478,67687.9893,68365.0,67472.41,69028.0,66584.47,1717113600000,401434
555,2453.8330691899255,67659.7886,67498.1,67719.29,67890.0,67371.28,1717200000000,167543
556,3849.759698749966,67837.2387,67717.2,67735.52,68444.0,67260.0,1717286400000,180700
557,14723.958852528283,69164.4341,67731.14,68791.0,70295.78,67568.0,1717372800000,368062
558,21220.116937563525,70132.8586,68800.0,70542.32,71108.9,68542.37,1717459200000,417567
559,13144.144468488717,71104.6182,70558.7,71121.11,71804.13,70356.49,1717545600000,387983
560,9799.946710421866,70997.481,71116.3,70773.64,71651.0,70093.98,1717632000000,321355
561,18017.677623827018,70253.7138,70752.1,69394.0,71974.04,68298.55,1717718400000,477279
562,3361.942778500353,69370.2121,69317.1,69304.05,69618.0,69126.22,1717804800000,193752
563,2732.338929500212,69523.0865,69291.5,69649.9,69848.94,69101.0,1717891200000,163066
564,7800.330256482236,69630.5247,69649.9,69497.73,70187.53,69141.51,1717977600000,266440
565,21178.763949751163,67339.8748,69522.2,67316.53,69558.7,66018.69,1718064000000,573310
566,20072.119167737404,68667.2719,67330.0,68248.6,70037.0,66883.32,1718150400000,536799
567,13688.22604530725,67212.5178,68248.59,66756.5,68474.49,66200.0,1718236800000,457648
568,14036.651848974416,66106.6314,66776.0,66004.39,67370.0,65005.0,1718323200000,429427
569,2596.392308640016,66165.259,65992.1,66192.0,66442.0,65794.7,1718409600000,194286
570,2936.762575739947,66515.0692,66198.1,66628.75,66947.0,65999.0,1718496000000,171969
571,16345.443449501932,66232.9346,66630.0,66481.81,67302.0,65050.0,1718582400000,382537
572,19988.966579363736,65041.9006,66487.7,65152.8,66623.0,64010.01,1718668800000,572516
573,6315.240569602347,65155.7053,65169.7,64943.79,65820.0,64635.48,1718755200000,303055
574,11796.052707424084,65309.6755,64949.1,64840.88,66585.0,64500.0,1718841600000,374516
575,12112.126403724447,63991.2,64833.3,64087.9,65196.0,63300.93,1718928000000,414117
576,3181.7524686099146,64316.0119,64088.0,64235.01,64613.0,63910.01,1719014400000,174672
577,3176.9550407601346,63991.5764,64253.0,63171.43,64618.0,63125.75,1719100800000,192996
578,28056.30550254586,60892.3847,63169.36,60263.0,63461.0,58414.28,1719187200000,762779
579,18289.52464370195,61432.0707,60297.1,61789.71,62470.0,60217.36,1719273600000,450097
580,13088.536382955564,61298.9751,61794.1,60815.1,62558.0,60656.8,1719360000000,391066
581,12724.378121728556,61436.7825,60815.2,61615.39,62499.0,60546.94,1719446400000,361101
582,13141.524940790041,60958.8833,61617.1,60313.35,62295.0,59868.0,1719532800000,409739
583,4492.243227451966,60868.3111,60319.6,60860.0,61352.0,60273.8,1719619200000,219048
584,5696.332467431378,61746.0853,60860.0,62668.26,63131.0,60611.01,1719705600000,269092
585,14426.163916093907,63163.0605,62680.4,62830.13,63911.0,62448.46,1719792000000,394680
586,12224.288178081297,62304.5316,62830.94,62040.22,63331.0,61000.0,1719878400000,342946
587,14682.34715963025,60369.7867,62020.0,60145.01,62386.0,59332.76,1719964800000,474547
588,23071.22674860309,58033.4411,60146.6,57042.14,60550.0,56709.73,1720051200000,656002
589,35152.88896839365,55649.8024,57031.4,56639.43,57615.0,53219.0,1720137600000,859610
590,8930.475579201466,57180.5703,56650.1,58244.75,58538.0,56020.32,1720224000000,342352
591,7225.658438742464,57230.6403,58234.9,55854.09,58563.0,55717.23,1720310400000,302969
592,23020.714850126384,56154.845,55845.4,56699.3,58350.0,54278.93,1720396800000,663440
593,14464.901770290473,57512.0201,56699.3,58047.86,58422.0,56276.37,1720483200000,464244
594,14095.296974441448,58152.8965,58001.6,57712.59,59606.0,57154.1,1720569600000,467148
595,14326.025154958345,58138.0227,57742.1,57340.77,59654.0,57036.41,1720656000000,502430
596,12770.950487011007,57616.6817,57350.0,57909.03,58653.0,56538.33,1720742400000,476998
597,5857.246038272242,58742.1635,57911.5,59224.58,60063.0,57770.92,1720828800000,244190
598,8695.192284601419,60222.3499,59224.58,60808.42,61535.0,59209.2,1720915200000,295236
599,24915.285135138758,63075.5059,60810.0,64757.16,65014.0,60666.59,1721001600000,641830
600,18695.642293493634,64234.3077,64764.3,65088.99,65488.0,62410.33,1721088000000,625283
601,13094.35626413802,64937.3232,65077.1,64085.81,66180.0,63853.1,1721174400000,631346
602,9745.05126899299,64112.9901,64120.1,63982.86,65200.0,63222.6,1721260800000,423590
603,18233.872945320993,65790.1313,63960.7,66707.61,67504.22,63289.15,1721347200000,601035
604,5976.406493971239,66943.8464,66708.9,67163.83,67694.0,66271.0,1721433600000,352916
605,8257.183857072176,67303.6606,67166.1,68181.28,68479.0,65820.18,1721520000000,442513
606,13916.336665492538,67626.6658,68137.2,67558.22,68560.0,66569.42,1721606400000,541369
607,13878.06752197512,66409.2504,67595.2,65939.24,67906.0,65444.3,1721692800000,577380
608,9997.394193752847,66096.4642,65900.8,65366.4,67241.0,65090.61,1721779200000,464929
609,13300.934734938068,64560.3474,65503.0,65795.42,66241.0,63412.46,1721865600000,609851
610,12395.841364782367,67346.2391,65794.2,67924.08,68333.0,65705.6,1721952000000,578071
611,14034.384472971135,68124.6997,67914.7,67899.41,69529.0,66624.3,1722038400000,572278
612,4645.989473308362,67815.6151,67912.9,68244.3,68443.0,67021.8,1722124800000,537696
613,17576.558153538645,68332.3065,68250.0,66771.45,70162.0,66400.01,1722211200000,915778
614,11131.772096735582,66209.1662,66755.4,66169.68,67179.0,65283.68,1722297600000,486836
615,11041.132536383207,65850.7194,66175.1,64609.62,66947.0,64500.0,1722384000000,481921
616,19436.30784717,63765.9942,64638.1,65288.18,65720.0,62212.81,1722470400000,691516
